date,source,GWh,TWh,total_GWh,share
2016-11-01,Solar,2767.14449,2.76714449,287042.12479,0.00964020347892994
2016-11-01,Wind,19405.64211,19.405642110000002,287042.12479,0.06760555484390024
2016-12-01,Coal,118746.8419,118.74684189999999,334869.67992,0.35460613193875445
2016-12-01,Gas,96363.59628,96.36359628,334869.67992,0.28776447095186747
2016-12-01,Hydro,22527.76456,22.52776456,334869.67992,0.06727322869416502
2016-12-01,Nuclear,71662.429,71.662429,334869.67992,0.2140009481214306
2016-12-01,Solar,2423.52344,2.42352344,334869.67992,0.0072372137142394525
2016-12-01,Wind,23145.52474,23.14552474,334869.67992,0.06911800657954294
2017-01-01,Coal,115332.80828,115.33280828,333776.28787,0.3455392503044437
2017-01-01,Gas,95572.22908,95.57222908,333776.28787,0.28633618550285905
2017-01-01,Hydro,26627.88134,26.62788134,333776.28787,0.0797776304300295
2017-01-01,Nuclear,73120.612,73.120612,333776.28787,0.21907072089099147
2017-01-01,Solar,2323.98616,2.32398616,333776.28787,0.006962705993378271
2017-01-01,Wind,20798.77101,20.79877101,333776.28787,0.062313506878297946
2017-02-01,Coal,86822.18986,86.82218986,281874.28461,0.3080174198229072
2017-02-01,Gas,82767.65084,82.76765084,281874.28461,0.2936332094093541
2017-02-01,Hydro,23881.76459,23.88176459,281874.28461,0.08472487876303687
2017-02-01,Nuclear,63560.371,63.560370999999996,281874.28461,0.22549191065067128
2017-02-01,Solar,2751.19905,2.7511990500000003,281874.28461,0.009760376168427521
2017-02-01,Wind,22091.10927,22.09110927,281874.28461,0.07837220518560309
2017-03-01,Coal,89364.62027,89.36462027,309389.37798,0.2888419145268033
2017-03-01,Gas,95073.66171,95.07366171,309389.37798,0.30729452423588344
2017-03-01,Hydro,29613.19463,29.613194630000002,309389.37798,0.09571496870171897
2017-03-01,Nuclear,65093.2,65.0932,309389.37798,0.21039248478726974
2017-03-01,Solar,4514.08465,4.51408465,309389.37798,0.014590302613077448
2017-03-01,Wind,25730.61672,25.73061672,309389.37798,0.08316580513524714
2017-04-01,Coal,81335.3131,81.3353131,286227.8523,0.2841628180012026
2017-04-01,Gas,88455.10059,88.45510059,286227.8523,0.30903736264383097
2017-04-01,Hydro,29409.46563,29.40946563,286227.8523,0.10274844112366627
2017-04-01,Nuclear,56743.352,56.743352,286227.8523,0.19824538927304103
